country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Andorra,NA,NA,NA,NA,2021-02-22,manually,automated,https://www.govern.ad/covid19/en/
Angola,NA,NA,NA,NA,2021-02-22,manually,automated,https://africacdc.org/covid-19/
Bhutan,NA,NA,NA,NA,2021-02-22,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,NA,NA,NA,NA,2021-02-22,manually,image,https://www.minsalud.gob.bo/
BurkinaFaso,NA,NA,NA,NA,2021-02-22,manually,automated,https://africacdc.org/covid-19/
Burundi,NA,NA,NA,NA,2021-02-22,manually,automated,https://africacdc.org/covid-19/
Canada,NA,NA,NA,NA,2021-02-22,manually,automated,https://health-infobase.canada.ca/covid-19/epidemiological-summary-covid-19-cases.html
Chile,NA,NA,NA,NA,2021-02-22,manually,automated,https://www.gob.cl/coronavirus/cifrasoficiales/
China,NA,NA,NA,NA,2021-02-22,manually,without_information,NA
Colombia,NA,NA,NA,NA,2021-02-22,manually,json,https://www.ins.gov.co/Noticias/Paginas/Coronavirus.aspx
CostaRica,NA,NA,NA,NA,2021-02-22,manually,csv,http://geovision.uned.ac.cr/oges/index.html
Cuba,NA,NA,NA,NA,2021-02-22,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,NA,NA,NA,NA,2021-02-22,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
Dominica,NA,NA,NA,NA,2021-02-22,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,NA,NA,NA,NA,2021-02-22,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
FrenchPolynesia,NA,NA,NA,NA,2021-02-22,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,NA,NA,NA,NA,2021-02-22,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,NA,NA,NA,NA,2021-02-22,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Grenada,NA,NA,NA,NA,2021-02-22,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001
Guyana,NA,NA,NA,NA,2021-02-22,manually,image,https://www.health.gov.gy/index.php/component/k2/item/354-guyana-covid-19-dashboard
Honduras,NA,NA,NA,NA,2021-02-22,manually,image,http://www.desastres.hn/COVID-19/COVID-19.png
HongKong,NA,NA,NA,NA,2021-02-22,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Iraq,NA,NA,NA,NA,2021-02-22,manually,image,https://www.facebook.com/MOH.GOV.IQ
Israel,NA,NA,NA,NA,2021-02-22,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jamaica,NA,NA,NA,NA,2021-02-22,manually,automated,https://www.moh.gov.jm/?s=COVID-19+Clinical+Management+Summary
Japan,NA,NA,NA,NA,2021-02-22,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html
Jordan,NA,NA,NA,NA,2021-02-22,manually,automated,https://corona.moh.gov.jo/en
Kazakhstan,NA,NA,NA,NA,2021-02-22,manually,special_dashboard,https://hls.kz/
Kosovo,NA,NA,NA,NA,2021-02-22,manually,facebook,https://www.facebook.com/IKSHPK
Kuwait,NA,NA,NA,NA,2021-02-22,manually,twitter,https://twitter.com/KUWAIT_MOH
