country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url,comentarios,frecuencia,cambiar status
Afghanistan,NA,0,NA,NA,2021-04-28,manually,pdf,https://www.humanitarianresponse.info/en/operations/afghanistan/health/documents/table,NA,NA,NA
Bangladesh,NA,0,NA,NA,2021-04-28,manually,automated,https://corona.gov.bd/,NA,NA,NA
Barbados,NA,0,NA,NA,2021-04-28,manually,automated,https://gisbarbados.gov.bb/blog/covid-19-situation-dashboard-january-05-2021/,NA,NA,NA
Bhutan,NA,0,NA,NA,2021-04-28,manually,image,https://www.facebook.com/MoHBhutan/,NA,NA,NA
Bolivia,NA,0,NA,NA,2021-04-28,manually,image,https://www.minsalud.gob.bo/,NA,NA,NA
Brazil,NA,0,NA,NA,2021-04-28,manually,automated,https://viz.saude.gov.br/extensions/DEMAS_C19Insumos_TESTES/DEMAS_C19Insumos_TESTES.html,NA,NA,NA
Brunei,NA,0,NA,NA,2021-04-28,manually,automated,www.moh.gov.bn/Lists/Latest%20news/NewDispForm.aspx?ID=504&Source=http%3A%2F%2Fwww%2Emoh%2Egov%2Ebn%2FLists%2FLatest%2520news%2FAllItems%2Easpx&ContentTypeId=0x0104009A3003A09F8D6E42981D262E322516A2,NA,NA,NA
China,NA,0,NA,NA,2021-04-28,manually,without_information,NA,NA,NA,NA
Colombia,NA,0,NA,NA,2021-04-28,manually,json,https://twitter.com/MinSaludCol,NA,NA,NA
CostaRica,NA,0,NA,NA,2021-04-28,manually,csv,http://geovision.uned.ac.cr/oges/index.html,NA,NA,NA
Croatia,NA,0,NA,NA,2021-04-28,manually,automated,https://www.koronavirus.hr/najnovije/ukupno-dosad-382-zarazene-osobe-u-hrvatskoj/35,NA,NA,NA
Cuba,3609019,NA,NA,NA,2021-04-28,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta,NA,NA,NA
Cyprus,4883006,NA,NA,NA,2021-04-28,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/,NA,NA,NA
Denmark,NA,0,NA,NA,2021-04-28,manually,automated,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,NA,NA,NA
Dominica,NA,0,NA,NA,2021-04-28,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos,NA,NA,NA
DominicanRepublic,NA,0,NA,NA,2021-04-28,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4,NA,NA,NA
Ecuador,1142739,0,1225383,0,2021-04-28,manually,automated,https://www.salud.gob.ec/actualizacion-de-casos-de-coronavirus-en-ecuador/,NA,NA,NA
ElSalvador,NA,0,NA,NA,2021-04-28,manually,automated,https://covid19.gob.sv/,NA,NA,NA
FrenchPolynesia,NA,0,NA,NA,2021-04-28,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation,NA,NA,NA
Georgia,NA,0,NA,NA,2021-04-28,manually,not_yet_automated_daily,https://stopcov.ge/en/,NA,NA,NA
Germany,55490413,NA,NA,NA,2021-04-28,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html,NA,NA,NA
Greenland,22486,NA,NA,NA,2021-04-28,manually,automated,https://nun.gl/emner/borgere/coronavirus_emne/foelg_smittespredningen?sc_lang=da,NA,NA,NA
Grenada,NA,0,NA,NA,2021-04-28,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001,NA,NA,NA
Guatemala,NA,0,NA,NA,2021-04-28,manually,automated,https://tablerocovid.mspas.gob.gt/,NA,NA,NA
Guyana,NA,0,NA,NA,2021-04-28,manually,image,https://www.health.gov.gy/index.php/component/k2/item/354-guyana-covid-19-dashboard,NA,NA,NA
Honduras,NA,0,NA,NA,2021-04-28,manually,image,http://www.desastres.hn/COVID-19/COVID-19.png,NA,NA,NA
HongKong,NA,0,NA,NA,2021-04-28,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf,NA,NA,NA
Indonesia,NA,0,NA,NA,2021-04-28,manually,automated,https://twitter.com/bnpb_indonesia?lang=en,NA,NA,NA
Iran,NA,0,NA,NA,2021-04-28,manually,automated,http://irangov.ir/search?key=Health%20Ministry&title=1,NA,NA,NA
Iraq,NA,0,NA,NA,2021-04-28,manually,image,https://www.facebook.com/MOH.GOV.IQ,NA,NA,NA
Israel,14163318,NA,NA,NA,2021-04-28,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general,NA,NA,NA
Jamaica,NA,0,NA,NA,2021-04-28,manually,automated,https://www.moh.gov.jm/?s=COVID-19+Clinical+Management+Summary,NA,NA,NA
Japan,NA,0,NA,NA,2021-04-28,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html,NA,NA,NA
Jordan,6668395,NA,NA,NA,2021-04-28,manually,automated,https://corona.moh.gov.jo/en,NA,NA,NA
Kazakhstan,10011864,NA,NA,NA,2021-04-28,manually,special_dashboard,https://hls.kz/,NA,NA,NA
Kosovo,NA,0,NA,NA,2021-04-28,manually,facebook,https://www.facebook.com/IKSHPK,NA,NA,NA
Kuwait,NA,0,NA,NA,2021-04-28,manually,twitter,https://twitter.com/KUWAIT_MOH,NA,NA,NA
Kyrgyzstan,NA,0,NA,NA,2021-04-28,manually,image,https://www.instagram.com/daryger_sunushu/,NA,NA,NA
Latvia,NA,0,NA,NA,2021-04-28,manually,automated,https://spkc.maps.arcgis.com/apps/opsdashboard/index.html#/4469c1fb01ed43cea6f20743ee7d5939,NA,NA,NA
Lithuania,NA,0,NA,NA,2021-04-28,manually,automated,https://osp.stat.gov.lt/praejusios-paros-covid-19-statistika,NA,NA,NA
Luxembourg,NA,0,NA,NA,2021-04-28,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html,NA,NA,NA
Malaysia,NA,0,NA,NA,2021-04-28,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237,NA,NA,NA
Maldives,737288,NA,NA,NA,2021-04-28,manually,twitter,https://twitter.com/HPA_MV/status/1348675860627419136,NA,NA,NA
Moldova,NA,0,NA,NA,2021-04-28,manually,not_yet_automated_daily,https://msmps.gov.md/?s=cazuri+de+COVID-19,NA,NA,NA
Montenegro,NA,0,NA,NA,2021-04-28,manually,without_information,https://www.ijzcg.me/me/coronainfocg,NA,NA,NA
Myanmar,NA,0,NA,NA,2021-04-28,manually,automated,https://mohs.gov.mm/Main/content/publication/2019-ncov,NA,NA,NA
Netherlands,NA,0,NA,NA,2021-04-28,manually,not_yet_automated_weekly,https://www.rivm.nl/en/novel-coronavirus-covid-19/current-information,NA,NA,NA
NewCaledonia,NA,0,NA,NA,2021-04-28,manually,automated,https://covid19.nc/point-de-situation-en-nouvelle-caledonie/,NA,NA,NA
Oman,NA,0,NA,NA,2021-04-28,manually,twitter,https://twitter.com/OmanVSCovid19,NA,NA,NA
Panama,NA,0,NA,NA,2021-04-28,manually,twitter,https://twitter.com/MINSAPma/status/1325931093804113925/photo/1,NA,NA,NA
PapuaNewGuinea,NA,0,NA,NA,2021-04-28,manually,problems_webpage,https://covid19.info.gov.pg/,NA,NA,NA
Paraguay,NA,0,NA,NA,2021-04-28,manually,special_dashboard,https://www.mspbs.gov.py/reporte-covid19.html,NA,NA,NA
Peru,NA,0,NA,NA,2021-04-28,manually,xslx,https://covid19.minsa.gob.pe/sala_situacional.asp,NA,NA,NA
Philippines,NA,0,NA,NA,2021-04-28,manually,special_dashboard,https://www.doh.gov.ph/covid19tracker,NA,NA,NA
Poland,NA,0,NA,NA,2021-04-28,manually,image,https://twitter.com/MZ_GOV_PL,NA,NA,NA
Portugal,10410898,NA,NA,NA,2021-04-28,manually,automated,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/,NA,NA,NA
RepublicofKorea,NA,0,NA,NA,2021-04-28,manually,automated,http://ncov.mohw.go.kr/en/,NA,NA,NA
Romania,NA,0,NA,NA,2021-04-28,manually,automated,https://stirioficiale.ro/informatii,NA,NA,NA
