country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Afghanistan,567130,NA,NA,NA,2021-06-21,manually,pdf,http://covid.moph-dw.org/#/
Barbados,NA,0,NA,NA,2021-06-21,manually,automated,https://gisbarbados.gov.bb/blog/covid-19-situation-dashboard-january-05-2021/
Benin,640586,0,604310,0,2021-06-21,manually,automated,https://africacdc.org/covid-19/
Bhutan,NA,0,NA,NA,2021-06-21,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,NA,0,NA,NA,2021-06-21,manually,image,https://www.minsalud.gob.bo/
Brazil,NA,0,NA,NA,2021-06-21,manually,automated,https://viz.saude.gov.br/extensions/DEMAS_C19Insumos_TESTES/DEMAS_C19Insumos_TESTES.html
Brunei,137425,NA,NA,NA,2021-06-21,manually,automated,www.moh.gov.bn/Lists/Latest%20news/NewDispForm.aspx?ID=504&Source=http%3A%2F%2Fwww%2Emoh%2Egov%2Ebn%2FLists%2FLatest%2520news%2FAllItems%2Easpx&ContentTypeId=0x0104009A3003A09F8D6E42981D262E322516A2
Cambodia,1303316,NA,NA,NA,2021-06-21,manually,automated,http://cdcmoh.gov.kh/
Chile,NA,0,NA,NA,2021-06-21,manually,automated,https://www.gob.cl/coronavirus/cifrasoficiales/
China,NA,0,NA,NA,2021-06-21,manually,without_information,NA
Colombia,NA,0,NA,NA,2021-06-21,manually,json,https://twitter.com/MinSaludCol
Croatia,2112159,NA,NA,NA,2021-06-21,manually,automated,https://www.koronavirus.hr/najnovije/ukupno-dosad-382-zarazene-osobe-u-hrvatskoj/35
Cuba,NA,0,NA,NA,2021-06-21,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,7862554,0,NA,NA,2021-06-21,manually,not_yet_automated_daily,https://www.data.gov.cy/dataset/%CE%B7%CE%BC%CE%B5%CF%81%CE%AE%CF%83%CE%B9%CE%B1-%CF%83%CF%84%CE%B1%CF%84%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AC-%CE%B4%CE%B9%CE%B1%CF%83%CF%80%CE%BF%CF%81%CE%AC%CF%82-%CF%84%CE%B7%CF%82-%CE%BD%CF%8C%CF%83%CE%BF%CF%85-covid-19-%CF%83%CF%84%CE%B7%CE%BD-%CE%BA%CF%8D%CF%80%CF%81%CE%BF
Denmark,NA,0,NA,NA,2021-06-21,manually,automated,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts
Dominica,NA,0,NA,NA,2021-06-21,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,NA,0,NA,NA,2021-06-21,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
Fiji,172863,NA,NA,NA,2021-06-21,manually,automated,http://www.health.gov.fj/
Finland,NA,0,NA,NA,2021-06-21,manually,automated,https://thl.fi/fi/web/infektiotaudit-ja-rokotukset/ajankohtaista/ajankohtaista-koronaviruksesta-covid-19/tilannekatsaus-koronaviruksesta
FrenchPolynesia,NA,0,NA,NA,2021-06-21,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
