country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Andorra,NA,0,NA,NA,2021-02-21,manually,automated,https://www.govern.ad/covid19/en/
Angola,NA,0,NA,NA,2021-02-21,manually,automated,https://africacdc.org/covid-19/
Argentina,7132192,NA,NA,NA,2021-02-21,manually,automated,https://www.argentina.gob.ar/coronavirus/informes-diarios/reportes/febrero2021
Bhutan,514876,NA,NA,NA,2021-02-21,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,673745,NA,NA,NA,2021-02-21,manually,image,https://www.minsalud.gob.bo/5308-reporte-covid-19-521-nuevos-contagios-2-627-casos-descartados-y-438-pacientes-recuperados
BurkinaFaso,NA,0,NA,NA,2021-02-21,manually,automated,https://africacdc.org/covid-19/
Burundi,NA,0,NA,NA,2021-02-21,manually,automated,https://africacdc.org/covid-19/
Canada,23703735,NA,NA,NA,2021-02-21,manually,automated,https://health-infobase.canada.ca/covid-19/epidemiological-summary-covid-19-cases.html
Cambodia,NA,0,NA,NA,2021-02-21,manually,automated,http://cdcmoh.gov.kh/
Chile,9037277,NA,NA,NA,2021-02-21,manually,automated,https://www.gob.cl/coronavirus/cifrasoficiales/
China,NA,0,NA,NA,2021-02-21,manually,without_information,NA
Colombia,NA,0,NA,NA,2021-02-21,manually,json,https://www.ins.gov.co/Noticias/Paginas/Coronavirus.aspx
CostaRica,660758,NA,NA,NA,2021-02-21,manually,csv,http://geovision.uned.ac.cr/oges/index.html
Cuba,NA,0,NA,NA,2021-02-21,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,NA,0,NA,NA,2021-02-21,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
Dominica,NA,0,NA,NA,2021-02-21,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,1181810,NA,NA,NA,2021-02-21,manually,pdf,https://www.msp.gob.do/web/wp-content/uploads/2021/02/Boletin-especial-340-COVID-19.pdf
Estonia,NA,0,NA,NA,2021-02-21,manually,pdf,https://koroonakaart.ee/en
FrenchPolynesia,NA,0,NA,NA,2021-02-21,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,NA,0,NA,NA,2021-02-21,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,NA,0,NA,NA,2021-02-21,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Greece,4830416,-88963,NA,0,2021-02-21,manually,automated,https://covid19.gov.gr/covid19-live-analytics/
Grenada,NA,0,NA,NA,2021-02-21,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001
Guyana,NA,0,NA,NA,2021-02-21,manually,image,https://www.health.gov.gy/index.php/component/k2/item/354-guyana-covid-19-dashboard
Honduras,NA,0,NA,NA,2021-02-21,manually,image,http://www.desastres.hn/COVID-19/COVID-19.png
HongKong,NA,0,NA,NA,2021-02-21,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Iraq,6553904,NA,NA,NA,2021-02-21,manually,image,https://web.facebook.com/MOH.GOV.IQ/photos/3759589847428719
Israel,NA,0,NA,NA,2021-02-21,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jamaica,195160,NA,NA,NA,2021-02-21,manually,automated,https://www.moh.gov.jm/covid-19-clinical-management-summary-for-sunday-february-21-2021/
Japan,8302385,NA,NA,NA,2021-02-21,manually,automated,https://www.mhlw.go.jp/stf/newpage_16920.html
Jordan,NA,0,NA,NA,2021-02-21,manually,automated,https://corona.moh.gov.jo/en
Kazakhstan,NA,0,NA,NA,2021-02-21,manually,special_dashboard,https://hls.kz/
Kosovo,285900,NA,NA,NA,2021-02-21,manually,facebook,https://www.facebook.com/IKSHPK
Kuwait,1731704,NA,NA,NA,2021-02-21,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,NA,0,NA,NA,2021-02-21,manually,image,http://www.med.kg/ru/informatsii.html
Latvia,NA,0,NA,NA,2021-02-21,manually,automated,https://spkc.maps.arcgis.com/apps/opsdashboard/index.html#/4469c1fb01ed43cea6f20743ee7d5939
Lithuania,NA,0,NA,NA,2021-02-21,manually,automated,https://koronastop.lrv.lt/en/
Luxembourg,2059175,NA,NA,NA,2021-02-21,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html
Malaysia,NA,0,NA,NA,2021-02-21,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237
Maldives,492160,NA,NA,NA,2021-02-21,manually,twitter,https://twitter.com/HPA_MV/status/1363537428057890819/photo/1
Malta,NA,0,NA,NA,2021-02-21,manually,automated,https://timesofmalta.com/articles/view/watch-live-daily-coronavirus-briefing.790073
Moldova,NA,0,NA,NA,2021-02-21,manually,not_yet_automated_daily,https://msmps.gov.md/?s=cazuri+de+COVID-19
Montenegro,NA,0,NA,NA,2021-02-21,manually,without_information,https://www.ijzcg.me/me/coronainfocg
Netherlands,NA,0,NA,NA,2021-02-21,manually,not_yet_automated_weekly,https://www.rivm.nl/en/novel-coronavirus-covid-19/current-information
Oman,NA,0,NA,NA,2021-02-21,manually,twitter,https://twitter.com/OmanVSCovid19
Panama,NA,0,NA,NA,2021-02-21,manually,twitter,https://twitter.com/MINSAPma/status/1325931093804113925/photo/1
PapuaNewGuinea,NA,0,NA,NA,2021-02-21,manually,problems_webpage,https://covid19.info.gov.pg/
Paraguay,NA,0,NA,NA,2021-02-21,manually,special_dashboard,https://www.mspbs.gov.py/reporte-covid19.html
Peru,NA,0,NA,NA,2021-02-21,manually,xslx,https://covid19.minsa.gob.pe/sala_situacional.asp
Philippines,NA,0,NA,NA,2021-02-21,manually,special_dashboard,https://www.doh.gov.ph/covid19tracker
Poland,NA,0,NA,NA,2021-02-21,manually,image,https://twitter.com/MZ_GOV_PL
Russia,NA,0,NA,NA,2021-02-21,manually,automated,https://www.rospotrebnadzor.ru/search/index.php?tags=&q=%C8%ED%F4%EE%F0%EC%E0%F6%E8%EE%ED%ED%FB%E9+%E1%FE%EB%EB%E5%F2%E5%ED%FC+%EE+%F1%E8%F2%F3%E0%F6%E8%E8+%E8+%EF%F0%E8%ED%E8%EC%E0%E5%EC%FB%F5+%EC%E5%F0%E0%F5+%EF%EE+%ED%E5%E4%EE%EF%F3%F9%E5%ED%E8%FE+%F0%E0%F1%EF%F0%EE%F1%F2%F0%E0%ED%E5%ED%E8%FF+%E7%E0%E1%EE%EB%E5%E2%E0%ED%E8%E9%2C+%E2%FB%E7%E2%E0%ED%ED%FB%F5+%ED%EE%E2%FB%EC+%EA%EE%F0%EE%ED%E0%E2%E8%F0%F3%F1%EE%EC&where=&how=d&from=&to=
SaintKittsandNevis,NA,0,NA,NA,2021-02-21,manually,special_dashboard,https://covid19.gov.kn/
SaintLucia,NA,0,NA,NA,2021-02-21,manually,automated,https://www.covid19response.lc/
SaintVincentandtheGrenadines,NA,0,NA,NA,2021-02-21,manually,image,https://www.facebook.com/SVGHEALTH/photos
SanMarino,NA,0,NA,NA,2021-02-21,manually,automated,http://www.iss.sm/on-line/home/articolo49014558.html
SaudiArabia,NA,0,NA,NA,2021-02-21,manually,automated,https://covid19.moh.gov.sa/
