country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Albania,NA,0,NA,NA,2021-02-25,manually,automated,https://new.shendetesia.gov.al/?s=COVID19%2F+Ministria+e+Sh%C3%ABndet%C3%ABsis%C3%AB%3A
Andorra,NA,0,NA,NA,2021-02-25,manually,automated,https://www.govern.ad/covid19/en/
Angola,NA,0,NA,NA,2021-02-25,manually,automated,https://africacdc.org/covid-19/
Argentina,NA,0,NA,NA,2021-02-25,manually,NA,https://www.argentina.gob.ar/salud/coronavirus-COVID-19/sala-situacion
Bhutan,520613,NA,NA,NA,2021-02-25,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,697744,NA,NA,NA,2021-02-25,manually,image,https://www.minsalud.gob.bo/5322-reporte-covid-346
BurkinaFaso,NA,0,NA,NA,2021-02-25,manually,automated,https://africacdc.org/covid-19/
Burundi,NA,0,NA,NA,2021-02-25,manually,automated,https://africacdc.org/covid-19/
Canada,NA,0,NA,NA,2021-02-25,manually,automated,https://health-infobase.canada.ca/covid-19/epidemiological-summary-covid-19-cases.html
Chile,9203323,NA,NA,NA,2021-02-25,manually,automated,https://www.gob.cl/coronavirus/cifrasoficiales/
China,NA,0,NA,NA,2021-02-25,manually,without_information,NA
Colombia,NA,0,NA,NA,2021-02-25,manually,json,https://twitter.com/MinSaludCol/status/1365059906827608065
CostaRica,NA,0,NA,NA,2021-02-25,manually,csv,http://geovision.uned.ac.cr/oges/index.html
Croatia,NA,0,NA,NA,2021-02-25,manually,automated,https://www.koronavirus.hr/najnovije/ukupno-dosad-382-zarazene-osobe-u-hrvatskoj/35
Cuba,2337559,NA,NA,NA,2021-02-25,manually,not_yet_automated,http://www.cubadebate.cu/noticias/2021/02/25/cuba-reporta-670-nuevos-casos-de-covid-19-cuatro-fallecidos-y-906-altas-medicas-video/
Cyprus,NA,0,NA,NA,2021-02-25,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
Dominica,NA,0,NA,NA,2021-02-25,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,NA,0,NA,NA,2021-02-25,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
Estonia,912636,NA,NA,NA,2021-02-25,manually,automated,https://koroonakaart.ee/en
FrenchPolynesia,NA,0,NA,NA,2021-02-25,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,NA,0,NA,NA,2021-02-25,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,NA,0,NA,NA,2021-02-25,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Grenada,NA,0,NA,NA,2021-02-25,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001
