country,date,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,source,status,url
Dominica,2021-02-24,NA,0,NA,NA,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,2021-02-24,1192275,NA,NA,NA,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1612386617192-611a6f5d-8dd1
Estonia,2021-02-24,NA,0,NA,NA,manually,pdf,https://raw.githubusercontent.com/dsbbfinddx/FINDCov19TrackerData/master/automated/coronavirus_tests_new.csv
FrenchPolynesia,2021-02-24,NA,0,NA,NA,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,2021-02-24,NA,0,NA,NA,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,2021-02-24,NA,0,NA,NA,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Grenada,2021-02-24,NA,0,NA,NA,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001
Guyana,2021-02-24,NA,0,NA,NA,manually,image,https://www.health.gov.gy/index.php/component/k2/item/354-guyana-covid-19-dashboard
Honduras,2021-02-24,NA,0,NA,NA,manually,image,http://www.desastres.hn/COVID-19/COVID-19.png
HongKong,2021-02-24,NA,0,NA,NA,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Iraq,2021-02-24,6685474,NA,NA,NA,manually,image,https://web.facebook.com/MOH.GOV.IQ/photos/a.860171854037214/3769145806473123/
Israel,2021-02-24,9925207,0,NA,NA,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jamaica,2021-02-24,199983,NA,NA,NA,manually,automated,https://www.moh.gov.jm/covid-19-clinical-management-summary-for-wednesday-february-24-2021/
Japan,2021-02-24,NA,0,NA,NA,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html
Jordan,2021-02-24,NA,0,NA,NA,manually,automated,https://corona.moh.gov.jo/en
Kazakhstan,2021-02-24,NA,0,NA,NA,manually,special_dashboard,https://hls.kz/
Kosovo,2021-02-24,294985,NA,NA,NA,manually,facebook,https://www.facebook.com/IKSHPK
Kuwait,2021-02-24,1755500,NA,NA,NA,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,2021-02-24,NA,0,NA,NA,manually,image,http://www.med.kg/ru/informatsii.html
Latvia,2021-02-24,NA,0,NA,NA,manually,automated,https://spkc.maps.arcgis.com/apps/opsdashboard/index.html#/4469c1fb01ed43cea6f20743ee7d5939
Lithuania,2021-02-24,NA,0,NA,NA,manually,automated,https://koronastop.lrv.lt/en/
Luxembourg,2021-02-24,NA,0,NA,NA,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html
Malaysia,2021-02-24,NA,0,NA,NA,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237
Maldives,2021-02-24,506395,NA,NA,NA,manually,twitter,https://twitter.com/HPA_MV/status/1364621516663578634
Malta,2021-02-24,NA,0,NA,NA,manually,automated,https://timesofmalta.com/articles/view/watch-live-daily-coronavirus-briefing.790073
Mauritania,2021-02-24,212206,NA,212206,9958,manually,automated,https://africacdc.org/covid-19/
Moldova,2021-02-24,701421,NA,NA,NA,manually,not_yet_automated_daily,https://msmps.gov.md/comunicare/comunicate/1610-cazuri-de-covid-19-inregistrate-in-ultimele-24-ore/
Montenegro,2021-02-24,NA,0,NA,NA,manually,without_information,https://www.ijzcg.me/me/coronainfocg
Netherlands,2021-02-24,NA,0,NA,NA,manually,not_yet_automated_weekly,https://www.rivm.nl/en/novel-coronavirus-covid-19/current-information
Oman,2021-02-24,NA,0,NA,NA,manually,twitter,https://twitter.com/OmanVSCovid19
Pakistan,2021-02-24,NA,0,NA,NA,manually,automated,http://covid.gov.pk/
Panama,2021-02-24,NA,0,NA,NA,manually,twitter,https://twitter.com/MINSAPma/status/1325931093804113925/photo/1
PapuaNewGuinea,2021-02-24,NA,0,NA,NA,manually,problems_webpage,https://covid19.info.gov.pg/
Paraguay,2021-02-24,NA,0,NA,NA,manually,special_dashboard,https://www.mspbs.gov.py/reporte-covid19.html
Peru,2021-02-24,NA,0,NA,NA,manually,xslx,https://covid19.minsa.gob.pe/sala_situacional.asp
Philippines,2021-02-24,NA,0,NA,NA,manually,special_dashboard,https://www.doh.gov.ph/covid19tracker
Poland,2021-02-24,9656731,NA,NA,NA,manually,image,https://twitter.com/MZ_GOV_PL/status/1364511636975927303
Russia,2021-02-24,NA,0,NA,NA,manually,automated,https://www.rospotrebnadzor.ru/search/index.php?tags=&q=%C8%ED%F4%EE%F0%EC%E0%F6%E8%EE%ED%ED%FB%E9+%E1%FE%EB%EB%E5%F2%E5%ED%FC+%EE+%F1%E8%F2%F3%E0%F6%E8%E8+%E8+%EF%F0%E8%ED%E8%EC%E0%E5%EC%FB%F5+%EC%E5%F0%E0%F5+%EF%EE+%ED%E5%E4%EE%EF%F3%F9%E5%ED%E8%FE+%F0%E0%F1%EF%F0%EE%F1%F2%F0%E0%ED%E5%ED%E8%FF+%E7%E0%E1%EE%EB%E5%E2%E0%ED%E8%E9%2C+%E2%FB%E7%E2%E0%ED%ED%FB%F5+%ED%EE%E2%FB%EC+%EA%EE%F0%EE%ED%E0%E2%E8%F0%F3%F1%EE%EC&where=&how=d&from=&to=
SaintKittsandNevis,2021-02-24,NA,0,NA,NA,manually,special_dashboard,https://covid19.gov.kn/
SaintVincentandtheGrenadines,2021-02-24,NA,0,NA,NA,manually,image,https://www.facebook.com/SVGHEALTH/photos
SaudiArabia,2021-02-24,NA,0,NA,NA,manually,image,https://covid19.moh.gov.sa/
Scotland,2021-02-24,NA,0,NA,NA,manually,special_dashboard,https://public.tableau.com/profile/phs.covid.19#!/vizhome/COVID-19DailyDashboard_15960160643010/Dailyupdate
Seychelles,2021-02-24,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
SriLanka,2021-02-24,NA,0,NA,NA,manually,automated,https://www.hpb.health.gov.lk/en
Sudan,2021-02-24,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Sweden,2021-02-24,NA,0,NA,NA,manually,pdf,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/antalet-testade-for-covid-19/
Tajikistan,2021-02-24,NA,0,NA,NA,manually,without_information,https://eurasianet.org/dashboard-coronavirus-in-eurasia
Thailand,2021-02-24,2713696,0,2713696,0,manually,manually,http://nextcloud.dmsc.moph.go.th/index.php/s/wbioWZAQfManokc
TheBahamas,2021-02-24,NA,0,NA,NA,manually,facebook,https://www.facebook.com/MOHBahamas/
TrinidadandTobago,2021-02-24,NA,0,NA,NA,manually,pdf,http://www.health.gov.tt/sitepages/default.aspx?id=293
UnitedRepublicofTanzania,2021-02-24,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Uzbekistan,2021-02-24,NA,0,NA,NA,manually,without_information,https://t.me/koronavirusinfouz/3470
Venezuela,2021-02-24,NA,0,NA,NA,manually,without_information,https://covid19.patria.org.ve/noticia/dia-346-de-la-lucha-contra-la-covid-19-venezuela-registra-459-casos-de-contagio-comunitario/
Vietnam,2021-02-24,NA,0,NA,NA,manually,without_information,https://ncov.moh.gov.vn/?fbclid=IwAR1JDjulr5Ni19WcUWqQqugrEN7Ta6HcGEMqEhdgzifWiSGlIxwknKr9VuU
