country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Afghanistan,234453,0,NA,NA,2021-02-08,manually,pdf,https://www.humanitarianresponse.info/en/operations/afghanistan/health/documents/table
Argentina,6191638,0,NA,NA,2021-02-08,manually,pdf,https://www.argentina.gob.ar/coronavirus/informes-diarios/reportes/diciembre2020
Bhutan,479480,0,NA,NA,2021-02-08,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,575357,0,NA,NA,2021-02-08,manually,image,https://www.minsalud.gob.bo/
Canada,22255255,334346,NA,NA,2021-02-08,manually,automated,https://health-infobase.canada.ca/covid-19/epidemiological-summary-covid-19-cases.html
Colombia,7585486,103727,NA,NA,2021-02-08,manually,json,https://www.ins.gov.co/Noticias/Paginas/Coronavirus.aspx
CostaRica,584200,0,NA,NA,2021-02-08,manually,csv,http://geovision.uned.ac.cr/oges/index.html
Cuba,1940006,0,NA,NA,2021-02-08,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,1461790,0,NA,NA,2021-02-08,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
Denmark,14452361,373616,14452361,373616,2021-02-08,manually,automated,https://experience.arcgis.com/experience/aa41b29149f24e20a4007a0c4e13db1d
Dominica,8640,0,NA,NA,2021-02-08,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,1044861,0,NA,NA,2021-02-08,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
Finland,2919900,16200,2919900,16200,2021-02-08,manually,automated,https://thl.fi/fi/web/infektiotaudit-ja-rokotukset/ajankohtaista/ajankohtaista-koronaviruksesta-covid-19/tilannekatsaus-koronaviruksesta
FrenchPolynesia,9130,0,NA,NA,2021-02-08,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,1218686,0,NA,NA,2021-02-08,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,37449922,0,NA,NA,2021-02-08,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Grenada,19909,0,NA,NA,2021-02-08,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001
Guyana,47957,0,NA,NA,2021-02-08,manually,image,https://www.health.gov.gy/index.php/component/k2/item/354-guyana-covid-19-dashboard
Honduras,399683,0,NA,NA,2021-02-08,manually,image,http://www.desastres.hn/COVID-19/COVID-19.png
HongKong,6442498,0,NA,NA,2021-02-08,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Iraq,5752920,0,NA,NA,2021-02-08,manually,image,https://www.facebook.com/MOH.GOV.IQ
Israel,9925207,0,NA,NA,2021-02-08,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Japan,7233228,0,NA,NA,2021-02-08,manually,automated,
Jordan,4052794,68568,NA,NA,2021-02-08,manually,automated,https://corona.moh.gov.jo/en
Kazakhstan,6399596,0,NA,NA,2021-02-08,manually,special_dashboard,https://hls.kz/
Kosovo,240696,0,NA,NA,2021-02-08,manually,facebook,https://www.facebook.com/IKSHPK
Kuwait,1557044,0,NA,NA,2021-02-08,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,567893,0,NA,NA,2021-02-08,manually,image,http://www.med.kg/ru/informatsii.html
Latvia,1190714,0,NA,NA,2021-02-08,manually,automated,https://infogram.com/covid-19-izplatiba-latvija-1hzj4ozwvnzo2pw
Luxembourg,1907883,0,NA,NA,2021-02-08,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html
China,90000000,0,NA,NA,2021-02-08,manually,without_information,NA
Malaysia,2401043,0,NA,NA,2021-02-08,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237
Maldives,420675,0,NA,NA,2021-02-08,manually,twitter,https://twitter.com/HPA_MV/status/1348675860627419136
Malta,636729,9122,NA,NA,2021-02-08,manually,automated,https://timesofmalta.com/articles/view/watch-live-daily-coronavirus-briefing.790073
Moldova,629560,0,NA,NA,2021-02-08,manually,not_yet_automated_daily,https://msmps.gov.md/?s=cazuri+de+COVID-19
Montenegro,24470,0,NA,NA,2021-02-08,manually,without_information,https://www.ijzcg.me/me/coronainfocg
Netherlands,7834415,208459,NA,NA,2021-02-08,manually,not_yet_automated_weekly,https://www.rivm.nl/en/novel-coronavirus-covid-19/current-information
occupiedPalestinianterritory,1051390,12631,NA,NA,2021-02-08,manually,automated,https://corona.ps/
Oman,308333,0,NA,NA,2021-02-08,manually,twitter,https://twitter.com/OmanVSCovid19
Panama,1477179,0,NA,NA,2021-02-08,manually,twitter,https://twitter.com/MINSAPma/status/1325931093804113925/photo/1
PapuaNewGuinea,42789,0,NA,NA,2021-02-08,manually,problems_webpage,https://covid19.info.gov.pg/
Paraguay,676388,13614,NA,NA,2021-02-08,manually,special_dashboard,https://www.mspbs.gov.py/reporte-covid19.html
Peru,6608063,167499,NA,NA,2021-02-08,manually,xslx,https://covid19.minsa.gob.pe/sala_situacional.asp
Philippines,8104575,100807,NA,NA,2021-02-08,manually,special_dashboard,https://www.doh.gov.ph/covid19tracker
Poland,8703118,0,NA,NA,2021-02-08,manually,image,https://twitter.com/MZ_GOV_PL
Russia,105006981,214144,NA,NA,2021-02-08,manually,automated,https://www.rospotrebnadzor.ru/about/info/news/
SaintKittsandNevis,391,0,NA,NA,2021-02-08,manually,special_dashboard,https://covid19.gov.kn/
SaintVincentandtheGrenadines,23741,0,NA,NA,2021-02-08,manually,image,https://www.facebook.com/SVGHEALTH/photos
Scotland,4184824,44002,NA,NA,2021-02-08,manually,special_dashboard,https://public.tableau.com/profile/phs.covid.19#!/vizhome/COVID-19DailyDashboard_15960160643010/Dailyupdate
Somalia,83486,0,NA,NA,2021-02-08,manually,special_dashboard,https://africacdc.org/covid-19/
SouthAfrica,8495811,126524,NA,NA,2021-02-08,manually,https://africacdc.org/covid-19/
SouthSudan,105002,0,NA,NA,2021-02-08,manually,https://gis.nicd.ac.za/portal/apps/opsdashboard/index.html#/0ec12f471aaa4055999366669b38482d
Sweden,4654110,0,NA,NA,2021-02-08,manually,pdf,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/antalet-testade-for-covid-19/
Tajikistan,700,0,NA,NA,2021-02-08,manually,without_information,https://eurasianet.org/dashboard-coronavirus-in-eurasia
TheBahamas,49112,0,NA,NA,2021-02-08,manually,facebook,https://www.facebook.com/MOHBahamas/
TrinidadandTobago,861119,0,NA,NA,2021-02-08,manually,pdf,http://www.health.gov.tt/sitepages/default.aspx?id=293
Uzbekistan,1400000,0,NA,NA,2021-02-08,manually,without_information,https://t.me/koronavirusinfouz/3470
Venezuela,2643700,0,NA,NA,2021-02-08,manually,without_information,https://covid19.patria.org.ve/?s=de+la+lucha+contra+la+COVID-19%3A
Vietnam,759721,0,NA,NA,2021-02-08,manually,without_information,https://ncov.moh.gov.vn/?fbclid=IwAR1JDjulr5Ni19WcUWqQqugrEN7Ta6HcGEMqEhdgzifWiSGlIxwknKr9VuU
