country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Albania,NA,0,NA,NA,2021-02-09,manually,automated,https://new.shendetesia.gov.al/?s=COVID19%2F+Ministria+e+Sh%C3%ABndet%C3%ABsis%C3%AB%3A
Argentina,NA,0,NA,NA,2021-02-09,manually,pdf,https://www.argentina.gob.ar/coronavirus/informes-diarios/reportes/diciembre2020
Bhutan,NA,0,NA,NA,2021-02-09,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,NA,0,NA,NA,2021-02-09,manually,image,https://www.minsalud.gob.bo/
Canada,NA,0,NA,NA,2021-02-09,manually,automated,https://health-infobase.canada.ca/covid-19/epidemiological-summary-covid-19-cases.html
Colombia,NA,0,NA,NA,2021-02-09,manually,json,https://www.ins.gov.co/Noticias/Paginas/Coronavirus.aspx
CostaRica,NA,0,NA,NA,2021-02-09,manually,csv,http://geovision.uned.ac.cr/oges/index.html
Cuba,NA,0,NA,NA,2021-02-09,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,NA,0,NA,NA,2021-02-09,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
Dominica,NA,0,NA,NA,2021-02-09,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,NA,0,NA,NA,2021-02-09,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
FrenchPolynesia,NA,0,NA,NA,2021-02-09,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,NA,0,NA,NA,2021-02-09,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,NA,0,NA,NA,2021-02-09,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Grenada,NA,0,NA,NA,2021-02-09,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001
Guyana,NA,0,NA,NA,2021-02-09,manually,image,https://www.health.gov.gy/index.php/component/k2/item/354-guyana-covid-19-dashboard
Honduras,0,NA,NA,NA,2021-02-09,manually,image,http://www.desastres.hn/COVID-19/COVID-19.png
HongKong,0,NA,NA,NA,2021-02-09,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Iraq,NA,0,NA,NA,2021-02-09,manually,image,https://www.facebook.com/MOH.GOV.IQ
Israel,NA,0,NA,NA,2021-02-09,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jordan,NA,0,NA,NA,2021-02-09,manually,automated,https://corona.moh.gov.jo/en
Kazakhstan,NA,0,NA,NA,2021-02-09,manually,special_dashboard,https://hls.kz/
Kosovo,NA,0,NA,NA,2021-02-09,manually,facebook,https://www.facebook.com/IKSHPK
Kuwait,NA,0,NA,NA,2021-02-09,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,NA,0,NA,NA,2021-02-09,manually,image,http://www.med.kg/ru/informatsii.html
Latvia,NA,0,NA,NA,2021-02-09,manually,automated,https://infogram.com/covid-19-izplatiba-latvija-1hzj4ozwvnzo2pw
Luxembourg,NA,0,NA,NA,2021-02-09,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html
China,NA,0,NA,NA,2021-02-09,manually,without_information,NA
Malaysia,NA,0,NA,NA,2021-02-09,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237
