country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Afghanistan,NA,0,NA,NA,2021-04-30,manually,pdf,https://www.humanitarianresponse.info/en/operations/afghanistan/health/documents/table
AntiguaandBarbuda,NA,0,NA,NA,2021-04-30,manually,automated,https://covid19.gov.ag/
Bangladesh,NA,0,NA,NA,2021-04-30,manually,automated,https://corona.gov.bd/
Barbados,NA,0,NA,NA,2021-04-30,manually,automated,https://gisbarbados.gov.bb/blog/covid-19-situation-dashboard-january-05-2021/
Bhutan,NA,0,NA,NA,2021-04-30,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,NA,0,NA,NA,2021-04-30,manually,image,https://www.minsalud.gob.bo/
Brazil,NA,0,NA,NA,2021-04-30,manually,automated,https://viz.saude.gov.br/extensions/DEMAS_C19Insumos_TESTES/DEMAS_C19Insumos_TESTES.html
Brunei,NA,0,NA,NA,2021-04-30,manually,automated,www.moh.gov.bn/Lists/Latest%20news/NewDispForm.aspx?ID=504&Source=http%3A%2F%2Fwww%2Emoh%2Egov%2Ebn%2FLists%2FLatest%2520news%2FAllItems%2Easpx&ContentTypeId=0x0104009A3003A09F8D6E42981D262E322516A2
China,NA,0,NA,NA,2021-04-30,manually,without_information,NA
Colombia,NA,0,NA,NA,2021-04-30,manually,json,https://twitter.com/MinSaludCol
CostaRica,NA,0,NA,NA,2021-04-30,manually,csv,http://geovision.uned.ac.cr/oges/index.html
Croatia,NA,0,NA,NA,2021-04-30,manually,automated,https://www.koronavirus.hr/najnovije/ukupno-dosad-382-zarazene-osobe-u-hrvatskoj/35
Cuba,NA,0,NA,NA,2021-04-30,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,NA,0,NA,NA,2021-04-30,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
Denmark,NA,0,NA,NA,2021-04-30,manually,automated,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts
Dominica,NA,0,NA,NA,2021-04-30,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,NA,0,NA,NA,2021-04-30,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
FrenchPolynesia,NA,0,NA,NA,2021-04-30,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,NA,0,NA,NA,2021-04-30,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,NA,0,NA,NA,2021-04-30,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Greenland,NA,0,NA,NA,2021-04-30,manually,automated,https://nun.gl/emner/borgere/coronavirus_emne/foelg_smittespredningen?sc_lang=da
Grenada,NA,0,NA,NA,2021-04-30,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001
Guyana,NA,0,NA,NA,2021-04-30,manually,image,https://www.health.gov.gy/index.php/component/k2/item/354-guyana-covid-19-dashboard
Honduras,NA,0,NA,NA,2021-04-30,manually,image,http://www.desastres.hn/COVID-19/COVID-19.png
HongKong,NA,0,NA,NA,2021-04-30,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Indonesia,NA,0,NA,NA,2021-04-30,manually,automated,https://twitter.com/bnpb_indonesia?lang=en
Iran,NA,0,NA,NA,2021-04-30,manually,automated,http://irangov.ir/search?key=Health%20Ministry&title=1
Iraq,NA,0,NA,NA,2021-04-30,manually,image,https://www.facebook.com/MOH.GOV.IQ
Israel,NA,0,NA,NA,2021-04-30,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jamaica,NA,0,NA,NA,2021-04-30,manually,automated,https://www.moh.gov.jm/?s=COVID-19+Clinical+Management+Summary
Japan,NA,0,NA,NA,2021-04-30,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html
Jordan,NA,0,NA,NA,2021-04-30,manually,automated,https://corona.moh.gov.jo/en
Kazakhstan,NA,0,NA,NA,2021-04-30,manually,special_dashboard,https://hls.kz/
Kosovo,NA,0,NA,NA,2021-04-30,manually,facebook,https://www.facebook.com/IKSHPK
Kuwait,NA,0,NA,NA,2021-04-30,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,NA,0,NA,NA,2021-04-30,manually,image,https://www.instagram.com/daryger_sunushu/
