country,date,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,source,status,url
Afghanistan,2022-01-20,NA,0,NA,NA,manually,pdf,http://covid.moph-dw.org/#/
Algeria,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Angola,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Bangladesh,2022-01-20,NA,0,NA,NA,manually,automated,https://corona.gov.bd/
Benin,2022-01-20,NA,0,NA,NA,manually,automated,https://www.gouv.bj/coronavirus/
Bhutan,2022-01-20,NA,0,NA,NA,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,2022-01-20,NA,0,NA,NA,manually,image,https://www.minsalud.gob.bo/
Botswana,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Brazil,2022-01-20,NA,0,NA,NA,manually,automated,http://www.giscard.com.br/coronavirus/indice-testes-realizados-covid19-brasil.php
Brunei,2022-01-20,NA,0,NA,NA,manually,automated,http://www.moh.gov.bn/Lists/Latest%20news/AllItems.aspx
Bulgaria,2022-01-20,NA,0,NA,NA,manually,automated,https://coronavirus.bg/
BurkinaFaso,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Burundi,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Cambodia,2022-01-20,NA,0,NA,NA,manually,automated,http://cdcmoh.gov.kh/
Cameroon,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
CapeVerde,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
CentralAfricanRepublic,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Chad,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
China,2022-01-20,NA,0,NA,NA,manually,without_information,NA
Colombia,2022-01-20,NA,0,NA,NA,manually,automated,https://infogram.com/panorama-general-1h7z2lgn3l9l4ow?live
Comoros,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Congo,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
CotedIvoire,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Croatia,2022-01-20,NA,0,NA,NA,manually,automated,https://www.koronavirus.hr/najnovije/ukupno-dosad-382-zarazene-osobe-u-hrvatskoj/35
