country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Afghanistan,682304,0,NA,NA,2021-07-19,manually,pdf,http://covid.moph-dw.org/#/
Albania,860216,-56561,860216,-56561,2021-07-19,manually,automated,https://new.shendetesia.gov.al/?s=COVID19%2F+Ministria+e+Sh%C3%ABndet%C3%ABsis%C3%AB%3A
Barbados,203301,0,NA,NA,2021-07-19,manually,automated,https://gisbarbados.gov.bb/covid-19/
Benin,640586,0,604310,0,2021-07-19,manually,automated,https://africacdc.org/covid-19/
Bhutan,NA,0,NA,NA,2021-07-19,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,1999911,0,NA,NA,2021-07-19,manually,image,https://www.minsalud.gob.bo/
Brazil,NA,0,NA,NA,2021-07-19,manually,automated,https://viz.saude.gov.br/extensions/DEMAS_C19Insumos_TESTES/DEMAS_C19Insumos_TESTES.html
Brunei,NA,0,NA,NA,2021-07-19,manually,automated,http://www.moh.gov.bn/Lists/Latest%20news/AllItems.aspx
Cambodia,NA,0,NA,NA,2021-07-19,manually,automated,http://cdcmoh.gov.kh/
China,NA,0,NA,NA,2021-07-19,manually,without_information,NA
CostaRica,NA,0,NA,NA,2021-07-19,manually,csv,http://geovision.uned.ac.cr/oges/index.html
Croatia,2218712,0,NA,NA,2021-07-19,manually,automated,https://www.koronavirus.hr/najnovije/ukupno-dosad-382-zarazene-osobe-u-hrvatskoj/35
Cuba,5950808,0,NA,NA,2021-07-19,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,NA,0,NA,NA,2021-07-19,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
Dominica,NA,0,NA,NA,2021-07-19,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,1800609,0,NA,NA,2021-07-19,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
Eswatini,NA,0,NA,NA,2021-07-19,manually,automated,https://africacdc.org/covid-19/
Fiji,NA,0,NA,NA,2021-07-19,manually,automated,http://www.health.gov.fj/
FrenchPolynesia,NA,0,NA,NA,2021-07-19,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,NA,0,NA,NA,2021-07-19,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,NA,0,NA,NA,2021-07-19,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Greenland,NA,0,NA,NA,2021-07-19,manually,automated,https://nun.gl/emner/borgere/coronavirus_emne/foelg_smittespredningen?sc_lang=da
Guatemala,NA,0,NA,NA,2021-07-19,manually,automated,https://tablerocovid.mspas.gob.gt/
Guyana,NA,0,NA,NA,2021-07-19,manually,image,https://www.health.gov.gy/
Honduras,NA,0,NA,NA,2021-07-19,manually,image,http://www.bvs.hn/COVID-19/
HongKong,NA,0,NA,NA,2021-07-19,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Iran,25118248,0,NA,NA,2021-07-19,manually,automated,http://irangov.ir/search?key=Health%20Ministry&title=1
Iraq,NA,0,NA,NA,2021-07-19,manually,image,https://www.facebook.com/MOH.GOV.IQ
Israel,15476961,0,NA,NA,2021-07-19,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jamaica,NA,0,NA,NA,2021-07-19,manually,automated,https://www.moh.gov.jm/?s=COVID-19+Clinical+Management+Summary
Japan,16744118,0,NA,NA,2021-07-19,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html
Jordan,NA,0,NA,NA,2021-07-19,manually,automated,https://corona.moh.gov.jo/en
Kazakhstan,NA,0,NA,NA,2021-07-19,manually,special_dashboard,https://hls.kz/
Kosovo,698810,0,NA,NA,2021-07-19,manually,facebook,https://www.facebook.com/IKSHPK
Kuwait,3251302,0,NA,NA,2021-07-19,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,NA,0,NA,NA,2021-07-19,manually,image,https://www.instagram.com/daryger_sunushu/
LaoPeoplesDemocraticRepublic,NA,0,NA,NA,2021-07-19,manually,automated,https://www.covid19.gov.la/index.php
Luxembourg,NA,0,NA,NA,2021-07-19,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html
Madagascar,232998,173,219930,0,2021-07-19,manually,automated,https://africacdc.org/covid-19/
Malaysia,NA,0,NA,NA,2021-07-19,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237
Maldives,NA,0,NA,NA,2021-07-19,manually,twitter,https://covid19.health.gov.mv/en/?c=0
Moldova,NA,0,NA,NA,2021-07-19,manually,not_yet_automated,https://noi.md/md/societate/coronavirus-in-moldova-statistica-infectarilor-pe-teritoriul-tarii-428097
Montenegro,NA,0,NA,NA,2021-07-19,manually,without_information,https://www.ijzcg.me/me/coronainfocg
Myanmar,2985922,0,NA,NA,2021-07-19,manually,automated,https://mohs.gov.mm/Main/content/publication/2019-ncov
OccupiedPalestinianterritory,NA,0,NA,NA,2021-07-19,manually,automated,https://corona.ps/
Oman,NA,0,NA,NA,2021-07-19,manually,twitter,https://twitter.com/OmanVSCovid19
Pakistan,15484282,0,NA,NA,2021-07-19,manually,automated,http://covid.gov.pk/
Panama,3227910,0,NA,NA,2021-07-19,manually,twitter,https://twitter.com/MINSAPma/status/1325931093804113925/photo/1
PapuaNewGuinea,NA,0,NA,NA,2021-07-19,manually,problems_webpage,https://covid19.info.gov.pg/
Paraguay,1631836,0,NA,NA,2021-07-19,manually,special_dashboard,https://www.mspbs.gov.py/reporte-covid19.html
Peru,NA,0,NA,NA,2021-07-19,manually,xslx,https://covid19.minsa.gob.pe/sala_situacional.asp
Philippines,16086481,0,NA,NA,2021-07-19,manually,special_dashboard,https://www.doh.gov.ph/covid19tracker
Poland,18138390,0,NA,NA,2021-07-19,manually,image,https://twitter.com/MZ_GOV_PL
RepublicofKorea,NA,0,NA,NA,2021-07-19,manually,automated,http://ncov.mohw.go.kr/en/
Romania,10226708,0,NA,NA,2021-07-19,manually,automated,https://stirioficiale.ro/informatii
Russia,159930099,0,NA,NA,2021-07-19,manually,automated,https://www.rospotrebnadzor.ru/search/index.php?tags=&q=%C8%ED%F4%EE%F0%EC%E0%F6%E8%EE%ED%ED%FB%E9+%E1%FE%EB%EB%E5%F2%E5%ED%FC+%EE+%F1%E8%F2%F3%E0%F6%E8%E8+%E8+%EF%F0%E8%ED%E8%EC%E0%E5%EC%FB%F5+%EC%E5%F0%E0%F5+%EF%EE+%ED%E5%E4%EE%EF%F3%F9%E5%ED%E8%FE+%F0%E0%F1%EF%F0%EE%F1%F2%F0%E0%ED%E5%ED%E8%FF+%E7%E0%E1%EE%EB%E5%E2%E0%ED%E8%E9%2C+%E2%FB%E7%E2%E0%ED%ED%FB%F5+%ED%EE%E2%FB%EC+%EA%EE%F0%EE%ED%E0%E2%E8%F0%F3%F1%EE%EC&where=&how=d&from=&to=
