country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Afghanistan,718276,0,NA,NA,2021-08-04,manually,pdf,http://covid.moph-dw.org/#/
Barbados,224225,0,NA,NA,2021-08-04,manually,automated,https://gisbarbados.gov.bb/covid-19/
Benin,640586,0,604310,0,2021-08-04,manually,automated,https://africacdc.org/covid-19/
Bhutan,NA,0,NA,NA,2021-08-04,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,2118177,0,NA,NA,2021-08-04,manually,image,https://www.minsalud.gob.bo/
Brazil,NA,0,NA,NA,2021-08-04,manually,automated,https://viz.saude.gov.br/extensions/DEMAS_C19Insumos_TESTES/DEMAS_C19Insumos_TESTES.html
Brunei,154574,0,NA,NA,2021-08-04,manually,automated,http://www.moh.gov.bn/Lists/Latest%20news/AllItems.aspx
Cambodia,NA,0,NA,NA,2021-08-04,manually,automated,http://cdcmoh.gov.kh/
China,NA,0,NA,NA,2021-08-04,manually,without_information,NA
Colombia,NA,0,NA,NA,2021-08-04,manually,automated,https://infogram.com/panorama-general-1h7z2lgn3l9l4ow?live
Croatia,2324297,0,NA,NA,2021-08-04,manually,automated,https://www.koronavirus.hr/najnovije/ukupno-dosad-382-zarazene-osobe-u-hrvatskoj/35
Cuba,6734699,0,NA,NA,2021-08-04,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,NA,0,NA,NA,2021-08-04,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
Dominica,NA,0,NA,NA,2021-08-04,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,1855521,0,NA,NA,2021-08-04,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
Eswatini,NA,0,NA,NA,2021-08-04,manually,automated,https://africacdc.org/covid-19/
FaroeIslands,NA,0,NA,NA,2021-08-04,manually,automated,https://corona.fo/?_l=en
Fiji,NA,0,NA,NA,2021-08-04,manually,automated,http://www.health.gov.fj/
FrenchPolynesia,NA,0,NA,NA,2021-08-04,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,NA,0,NA,NA,2021-08-04,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,NA,0,NA,NA,2021-08-04,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Greenland,NA,0,NA,NA,2021-08-04,manually,automated,https://nun.gl/emner/borgere/coronavirus_emne/foelg_smittespredningen?sc_lang=da
Guyana,NA,0,NA,NA,2021-08-04,manually,image,https://www.health.gov.gy/
Honduras,897276,0,NA,NA,2021-08-04,manually,image,http://www.bvs.hn/COVID-19/
HongKong,NA,0,NA,NA,2021-08-04,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Iran,26168347,0,NA,NA,2021-08-04,manually,automated,http://irangov.ir/search?key=Health%20Ministry&title=1
Iraq,NA,0,NA,NA,2021-08-04,manually,image,https://www.facebook.com/MOH.GOV.IQ
Israel,16986643,0,NA,NA,2021-08-04,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jamaica,504071,0,NA,NA,2021-08-04,manually,automated,https://www.moh.gov.jm/?s=COVID-19+Clinical+Management+Summary
Japan,17881815,0,NA,NA,2021-08-04,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html
Jordan,NA,0,NA,NA,2021-08-04,manually,automated,https://corona.moh.gov.jo/en
Kazakhstan,NA,0,NA,NA,2021-08-04,manually,special_dashboard,https://hls.kz/
Kosovo,NA,0,NA,NA,2021-08-04,manually,facebook,https://datastudio.google.com/embed/u/0/reporting/2e546d77-8f7b-4c35-8502-38533aa0e9e8/page/MT0qB?fbclid=IwAR3bGrIV4hcD6Qe0CXv_f3ukuBKuNLkAacl4yPohGOvD5U_JjVERrnpqwes
Kuwait,3457189,0,NA,NA,2021-08-04,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,NA,0,NA,NA,2021-08-04,manually,image,https://www.instagram.com/daryger_sunushu/
LaoPeoplesDemocraticRepublic,NA,0,NA,NA,2021-08-04,manually,automated,https://www.covid19.gov.la/index.php
Luxembourg,NA,0,NA,NA,2021-08-04,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html
Malaysia,NA,0,NA,NA,2021-08-04,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237
Maldives,1230938,0,NA,NA,2021-08-04,manually,twitter,https://covid19.health.gov.mv/en/?c=0
Moldova,NA,0,NA,NA,2021-08-04,manually,not_yet_automated,https://noi.md/md/societate/coronavirus-in-moldova-statistica-infectarilor-pe-teritoriul-tarii-428097
Montenegro,NA,0,NA,NA,2021-08-04,manually,without_information,https://www.ijzcg.me/me/coronainfocg
Myanmar,3209590,0,NA,NA,2021-08-04,manually,automated,https://mohs.gov.mm/Main/content/publication/2019-ncov
OccupiedPalestinianterritory,2015053,0,NA,NA,2021-08-04,manually,automated,https://corona.ps/
Oman,NA,0,NA,NA,2021-08-04,manually,twitter,https://twitter.com/OmanVSCovid19
Pakistan,16278190,0,NA,NA,2021-08-04,manually,automated,http://covid.gov.pk/
Panama,3407604,0,NA,NA,2021-08-04,manually,twitter,https://twitter.com/MINSAPma/status/1325931093804113925/photo/1
PapuaNewGuinea,NA,0,NA,NA,2021-08-04,manually,problems_webpage,https://covid19.info.gov.pg/
Paraguay,1695912,0,NA,NA,2021-08-04,manually,special_dashboard,https://www.mspbs.gov.py/reporte-covid19.html
Peru,15715737,0,NA,NA,2021-08-04,manually,xslx,https://covid19.minsa.gob.pe/sala_situacional.asp
Philippines,17010656,0,NA,NA,2021-08-04,manually,special_dashboard,https://www.doh.gov.ph/covid19tracker
Poland,18745499,0,NA,NA,2021-08-04,manually,image,https://twitter.com/MZ_GOV_PL
Romania,10636171,0,NA,NA,2021-08-04,manually,automated,https://stirioficiale.ro/informatii
Russia,167473955,0,NA,NA,2021-08-04,manually,automated,https://www.rospotrebnadzor.ru/search/index.php?tags=&q=%C8%ED%F4%EE%F0%EC%E0%F6%E8%EE%ED%ED%FB%E9+%E1%FE%EB%EB%E5%F2%E5%ED%FC+%EE+%F1%E8%F2%F3%E0%F6%E8%E8+%E8+%EF%F0%E8%ED%E8%EC%E0%E5%EC%FB%F5+%EC%E5%F0%E0%F5+%EF%EE+%ED%E5%E4%EE%EF%F3%F9%E5%ED%E8%FE+%F0%E0%F1%EF%F0%EE%F1%F2%F0%E0%ED%E5%ED%E8%FF+%E7%E0%E1%EE%EB%E5%E2%E0%ED%E8%E9%2C+%E2%FB%E7%E2%E0%ED%ED%FB%F5+%ED%EE%E2%FB%EC+%EA%EE%F0%EE%ED%E0%E2%E8%F0%F3%F1%EE%EC&where=&how=d&from=&to=
SaintKittsandNevis,26219,0,NA,NA,2021-08-04,manually,special_dashboard,https://covid19.gov.kn/
SaintVincentandtheGrenadines,NA,0,NA,NA,2021-08-04,manually,image,https://www.facebook.com/SVGHEALTH/photos
SanMarino,NA,0,NA,NA,2021-08-04,manually,automated,http://www.iss.sm/on-line/home/articolo49014558.html
Scotland,NA,0,NA,NA,2021-08-04,manually,special_dashboard,https://public.tableau.com/profile/phs.covid.19#!/vizhome/COVID-19DailyDashboard_15960160643010/Dailyupdate
Slovakia,40701037,16808,40660666,0,2021-08-04,manually,automated,https://github.com/Institut-Zdravotnych-Analyz/covid19-data/blob/main/DailyStats/OpenData_Slovakia_Covid_DailyStats.xlsx
Slovenia,6123201,0,NA,NA,2021-08-04,manually,automated,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19
Sweden,NA,0,NA,NA,2021-08-04,manually,pdf,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/antalet-testade-for-covid-19/
Tajikistan,NA,0,NA,NA,2021-08-04,manually,without_information,https://eurasianet.org/dashboard-coronavirus-in-eurasia
TheBahamas,121548,0,NA,NA,2021-08-04,manually,facebook,https://www.bahamas.gov.bs/wps/portal/public/gov/government/news/All%20News%20Press%20Release
TrinidadandTobago,NA,0,NA,NA,2021-08-04,manually,pdf,http://www.health.gov.tt/sitepages/default.aspx?id=293
Turkey,68908712,0,NA,NA,2021-08-04,manually,automated,https://covid19.saglik.gov.tr/
Uruguay,3093592,0,NA,NA,2021-08-04,manually,automated,https://www.gub.uy/sistema-nacional-emergencias/pagina-embebida/visualizador-casos-coronavirus-covid-19-uruguay
US,522512487,0,NA,NA,2021-08-04,NA,NA,NA
Uzbekistan,NA,0,NA,NA,2021-08-04,manually,without_information,https://t.me/koronavirusinfouz/3470
Venezuela,NA,0,NA,NA,2021-08-04,manually,without_information,https://covid19.patria.org.ve/?s=de+la+lucha+contra+la+COVID-19%3A
Vietnam,NA,0,NA,NA,2021-08-04,manually,without_information,https://ncov.moh.gov.vn/?fbclid=IwAR1JDjulr5Ni19WcUWqQqugrEN7Ta6HcGEMqEhdgzifWiSGlIxwknKr9VuU
